Feature,Coefficient,Odds_Ratio
Spacer_Cluster_281,1.104942992330536,3.0190523547619703
Spacer_Cluster_298,-0.9232395170045664,0.3972301207411735
Cas_II-D,-0.918938216548601,0.39894240672894804
Spacer_Cluster_306,-0.8636243358141804,0.4216311767613263
Spacer_Cluster_249,0.8587402244918616,2.360185516163445
Spacer_Cluster_257,-0.8484643330581287,0.4280718031688012
Spacer_Cluster_229,0.8188046890121573,2.267787505491795
Spacer_Cluster_220,0.759508416392411,2.1372253372779695
Spacer_Cluster_60,-0.698913853911424,0.497124960996995
Spacer_Cluster_333,-0.6563056409964453,0.5187643002882597
Spacer_Cluster_14,-0.6372825296879483,0.5287272742495864
Spacer_Cluster_2,-0.609492191901322,0.5436268571147899
Spacer_Cluster_1,-0.5790094194463521,0.560453265790157
Spacer_Cluster_275,-0.5619510548121708,0.5700956901357894
Spacer_Cluster_269,-0.5319633624305876,0.5874504585272081
Spacer_Cluster_332,-0.5271287318049258,0.5902974410140607
Spacer_Cluster_265,-0.508754013812967,0.6012442543316595
Cas_I-E,0.4989453808750465,1.6469834142657196
Spacer_Cluster_51,0.45695542364988384,1.5792584851012283
Spacer_Cluster_310,0.41285704629782866,1.5111289890092852
Cas_IV-A3,0.32169112723398297,1.379458632945085
Spacer_Cluster_282,0.30429264418220486,1.3556657257329594
Spacer_Cluster_420,0.29571253176847495,1.3440837199205589
Spacer_Cluster_148,0.2194055932567073,1.2453362742639769
Spacer_Cluster_421,0.18078074345375866,1.1981524477238854
